feature	COH000066_D1
ENSG00000000003	2.43519623199688
ENSG00000000005	0.761899699021395
ENSG00000000419	7.05906029237153
ENSG00000000457	7.86265925712471
ENSG00000000460	7.57515216222811
ENSG00000000938	7.9982636961503
ENSG00000000971	3.24168184227687
ENSG00000001036	4.78128746924454
ENSG00000001084	9.19725865414778
ENSG00000001167	11.8438937189117
ENSG00000001460	5.37682222999915
ENSG00000001461	9.60864712029964
ENSG00000001497	11.6021725421614
ENSG00000001561	6.29533139308455
ENSG00000001617	7.29979223641585
ENSG00000001626	0.761899699021395
ENSG00000001629	10.9163899695336
ENSG00000001630	6.1213027930981
ENSG00000001631	8.00543616664822
ENSG00000002016	9.6504231784721
ENSG00000002079	0.761899699021395
ENSG00000002330	7.43343552278179
ENSG00000002549	9.45209868467004
ENSG00000002586	14.5460533178972
ENSG00000002587	4.21162563555917
ENSG00000002726	0.761899699021395
ENSG00000002745	5.28533487227044
ENSG00000002746	6.83580518003087
ENSG00000002822	8.15482923994302
ENSG00000002834	12.913061612539
ENSG00000002919	8.38122780686491
ENSG00000002933	3.24168184227687
ENSG00000003056	10.0922855623115
ENSG00000003096	2.43519623199688
ENSG00000003137	0.761899699021395
ENSG00000003147	3.24168184227687
ENSG00000003249	5.79665264694981
ENSG00000003393	8.5672073122649
ENSG00000003400	12.2345120537534
ENSG00000003402	12.8218048140705
ENSG00000003436	5.72887345361285
ENSG00000003509	8.85614047192955
ENSG00000003756	14.5076594691407
ENSG00000003987	7.1781086949763
ENSG00000003989	2.43519623199688
ENSG00000004059	10.1173284204231
ENSG00000004139	8.06843244221266
ENSG00000004142	9.49858668597203
ENSG00000004399	12.6533917803997
ENSG00000004455	11.0359108976742
ENSG00000004468	12.2740232969578
ENSG00000004478	7.82261335786241
ENSG00000004487	11.7731707719017
ENSG00000004534	12.5385008796149
ENSG00000004660	10.9315299655238
ENSG00000004700	8.75338527620629
ENSG00000004766	8.74054795742619
ENSG00000004776	3.59375953557074
ENSG00000004777	10.1820589771279
ENSG00000004779	6.06745996961839
ENSG00000004799	3.87421432244437
ENSG00000004809	8.26650731818894
ENSG00000004838	8.10227706896108
ENSG00000004846	0.761899699021395
ENSG00000004848	0.761899699021395
ENSG00000004864	8.98871183296161
ENSG00000004866	4.5643015746498
ENSG00000004897	12.1214699289654
ENSG00000004939	9.6227073155155
ENSG00000004948	0.761899699021395
ENSG00000004961	7.07278365477775
ENSG00000004975	10.3840386518538
ENSG00000005001	0.761899699021395
ENSG00000005007	12.7544930390389
ENSG00000005020	8.14186958250288
ENSG00000005022	12.6667418503376
ENSG00000005059	9.75837462450529
ENSG00000005073	0.761899699021395
ENSG00000005075	8.08206572403345
ENSG00000005100	9.14949912594103
ENSG00000005102	3.02417656246872
ENSG00000005108	7.63186984467562
ENSG00000005156	11.8775076698741
ENSG00000005175	8.71889526736435
ENSG00000005187	8.39221363128521
ENSG00000005189	8.02674205925789
ENSG00000005194	9.32600807171895
ENSG00000005206	13.0315305762234
ENSG00000005238	8.21793664634487
ENSG00000005243	1.97636528044648
ENSG00000005249	7.68644153205272
ENSG00000005302	11.9861786926994
ENSG00000005339	14.2611616547977
ENSG00000005379	12.4492728708654
ENSG00000005381	15.4985283350661
ENSG00000005421	1.97636528044648
ENSG00000005436	8.53782843138347
ENSG00000005448	7.96921178770399
ENSG00000005469	6.73583305922846
ENSG00000005471	5.37682222999915
ENSG00000005483	15.0076213185085
ENSG00000005486	9.98752661053333
ENSG00000005513	1.97636528044648
ENSG00000005700	10.817985750328
ENSG00000005801	10.5477351524087
ENSG00000005810	14.8634761322507
ENSG00000005812	11.0394090643031
ENSG00000005844	12.1198186152081
ENSG00000005882	7.43343552278179
ENSG00000005884	4.84687300401851
ENSG00000005889	12.5578387608064
ENSG00000005893	11.5595635660151
ENSG00000005961	6.59074707814907
ENSG00000005981	1.97636528044648
ENSG00000006007	9.6389395408318
ENSG00000006015	7.98381087544215
ENSG00000006016	6.47146882826082
ENSG00000006025	9.80433377351732
ENSG00000006042	0.761899699021395
ENSG00000006047	2.43519623199688
ENSG00000006059	0.761899699021395
ENSG00000006062	10.1272251006044
ENSG00000006071	3.02417656246872
ENSG00000006116	1.97636528044648
ENSG00000006118	6.36392946052551
ENSG00000006125	12.2364182827041
ENSG00000006128	0.761899699021395
ENSG00000006194	10.4139921169842
ENSG00000006210	0.761899699021395
ENSG00000006282	6.27172017907437
ENSG00000006283	3.02417656246872
ENSG00000006327	7.04520509135968
ENSG00000006377	0.761899699021395
ENSG00000006432	7.07278365477775
ENSG00000006451	9.16559528468932
ENSG00000006453	6.68312169576437
ENSG00000006459	10.7448777881298
ENSG00000006468	0.761899699021395
ENSG00000006530	10.0356115744902
ENSG00000006534	9.22209832122801
ENSG00000006555	3.74101471321373
ENSG00000006576	10.4058844717863
ENSG00000006606	0.761899699021395
ENSG00000006607	10.6055152629552
ENSG00000006611	1.97636528044648
ENSG00000006625	6.53234113215063
ENSG00000006634	9.12006558598764
ENSG00000006638	11.0713712250944
ENSG00000006652	10.7362817139131
ENSG00000006659	0.761899699021395
ENSG00000006695	7.37924741410296
