COH_sample	batch	batch1	batch2	batch3
COH001395_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001396_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001397_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001398_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001399_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001400_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001401_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001402_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001403_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001404_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001405_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001406_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001407_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001408_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001409_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001410_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001411_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001412_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001413_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001414_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001415_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001416_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001417_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001418_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001419_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001420_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001421_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001422_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001423_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001424_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001425_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001426_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001427_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001428_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001429_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001430_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001431_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001432_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001433_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001434_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001435_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001436_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001437_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001438_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001439_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001440_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001441_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001442_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001443_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001444_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001445_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001446_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001447_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001448_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001449_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001450_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001451_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001452_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001453_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001454_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001455_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001456_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001457_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001458_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001459_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001460_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001461_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001462_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001463_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001464_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001465_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001466_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001467_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001468_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001469_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001470_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001471_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001472_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001473_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001474_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001475_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001476_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001477_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001478_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001479_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001480_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001481_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001482_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001483_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001484_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001485_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001486_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001487_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001488_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001489_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001490_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001491_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001492_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001493_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001494_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001495_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001496_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001497_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001498_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001499_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001500_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001501_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001502_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001503_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001504_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001505_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001506_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001507_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001508_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001509_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001510_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001511_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001512_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001513_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001514_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001515_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001516_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001517_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001518_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001519_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001520_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001521_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001522_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001523_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001524_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001525_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001526_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001527_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001528_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001529_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001530_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001531_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001532_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001533_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001534_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001535_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001536_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001537_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001538_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001539_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001540_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001541_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001542_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001543_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001544_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001545_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001546_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001547_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001548_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001549_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001550_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001551_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001552_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001553_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001554_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001555_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001556_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001557_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001558_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001559_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001560_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001561_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001562_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001563_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001564_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001565_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001566_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001567_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001568_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001569_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001570_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001571_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001572_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001573_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001574_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001575_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001576_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001577_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001578_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001579_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001580_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001581_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001582_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001583_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001584_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001585_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001586_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001587_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001588_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001589_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001590_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001591_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001592_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001593_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001594_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001595_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001596_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001597_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001598_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001599_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001600_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001601_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001602_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001603_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001604_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001605_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001606_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001607_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001608_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001609_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001610_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001611_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001612_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001613_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001614_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001615_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001616_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001617_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001618_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001619_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001620_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001621_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001622_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001623_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001624_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001625_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001626_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001627_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001628_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001629_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001630_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001631_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001632_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001633_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001634_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001635_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001636_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001637_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001638_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001639_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001640_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001641_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001642_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001643_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001644_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001645_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001646_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001647_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001648_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001649_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001650_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001651_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001652_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001653_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001654_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001655_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001656_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001657_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001658_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001659_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001660_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001661_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001662_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001663_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001664_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001665_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001666_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001667_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001668_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001669_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001670_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001671_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001672_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001673_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001674_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001675_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001676_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001677_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001678_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001679_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001680_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001681_D1	Stranded_totalRNA_PE75bp	Stranded	totalRNA	PE75bp
COH001682_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001683_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001684_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001685_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001686_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001687_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001688_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001689_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001690_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001691_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001692_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001693_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001694_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001695_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001696_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001697_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001698_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001699_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001700_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001701_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001702_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001703_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001704_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001705_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001706_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001707_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001708_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001709_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001710_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001711_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001712_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001713_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001714_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001715_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001716_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001717_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001718_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001719_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001720_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001721_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001722_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001723_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001724_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001725_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001726_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001727_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001728_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001729_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
