feature	COH001000_D1
ENSG00000000003	5.73009753177226
ENSG00000000005	0.763396627427191
ENSG00000000419	9.22944967520719
ENSG00000000457	8.90600833365452
ENSG00000000460	7.66662353765756
ENSG00000000938	6.19629206096467
ENSG00000000971	4.50193025837048
ENSG00000001036	4.87927937927332
ENSG00000001084	9.28509648742221
ENSG00000001167	11.3512719943005
ENSG00000001460	7.12873523942924
ENSG00000001461	10.1768142018144
ENSG00000001497	11.9100803838363
ENSG00000001561	5.39596666083531
ENSG00000001617	9.91483447584812
ENSG00000001626	0.763396627427191
ENSG00000001629	10.5537840061783
ENSG00000001630	5.79731472875403
ENSG00000001631	8.15034205431408
ENSG00000002016	9.66809226297411
ENSG00000002079	0.763396627427191
ENSG00000002330	9.21314822202325
ENSG00000002549	11.8845736511581
ENSG00000002586	14.0639326216934
ENSG00000002587	2.65775760482029
ENSG00000002726	0.763396627427191
ENSG00000002745	4.44689981171588
ENSG00000002746	7.95341038893165
ENSG00000002822	5.70697589644
ENSG00000002834	12.2816450519936
ENSG00000002919	8.26153068027434
ENSG00000002933	2.4301347951707
ENSG00000003056	10.8123582316517
ENSG00000003096	0.763396627427191
ENSG00000003137	0.763396627427191
ENSG00000003147	3.63653367764131
ENSG00000003249	6.92358690933526
ENSG00000003393	8.85963304088769
ENSG00000003400	10.1090504494221
ENSG00000003402	11.4653510599374
ENSG00000003436	5.63529563611066
ENSG00000003509	8.72814202869306
ENSG00000003756	12.574056690765
ENSG00000003987	5.68347684426088
ENSG00000003989	2.65775760482029
ENSG00000004059	11.5370911133195
ENSG00000004139	6.32329115349638
ENSG00000004142	10.8311731342072
ENSG00000004399	13.2829847645709
ENSG00000004455	12.0657124779537
ENSG00000004468	12.7730945690274
ENSG00000004478	10.1736585181532
ENSG00000004487	11.9986391555532
ENSG00000004534	13.0672684000621
ENSG00000004660	6.57373918568652
ENSG00000004700	9.47481018731132
ENSG00000004766	8.97046789683298
ENSG00000004776	2.4301347951707
ENSG00000004777	11.7194666462698
ENSG00000004779	9.89580998337112
ENSG00000004799	8.97772354914129
ENSG00000004809	9.57388794585472
ENSG00000004838	5.27531413405452
ENSG00000004846	3.01745062019149
ENSG00000004848	0.763396627427191
ENSG00000004864	8.58027904063146
ENSG00000004866	7.77054474582363
ENSG00000004897	10.4670806542592
ENSG00000004939	12.9999721785288
ENSG00000004948	1.76016025945564
ENSG00000004961	9.64700907073521
ENSG00000004975	10.3619503927854
ENSG00000005001	0.763396627427191
ENSG00000005007	11.4118959683448
ENSG00000005020	10.4092256402712
ENSG00000005022	13.8486600413219
ENSG00000005059	10.7402439337001
ENSG00000005073	1.76016025945564
ENSG00000005075	9.64549127266665
ENSG00000005100	10.0834961006958
ENSG00000005102	2.65775760482029
ENSG00000005108	1.76016025945564
ENSG00000005156	9.79262377156796
ENSG00000005175	9.90725475698884
ENSG00000005187	6.41169737838852
ENSG00000005189	7.12873523942924
ENSG00000005194	10.1694401737317
ENSG00000005206	12.4069718331884
ENSG00000005238	10.2860525802273
ENSG00000005243	2.65775760482029
ENSG00000005249	10.4730828809546
ENSG00000005302	12.5565985159763
ENSG00000005339	12.4562842956588
ENSG00000005379	10.2986609046431
ENSG00000005381	10.4410701694416
ENSG00000005421	0.763396627427191
ENSG00000005436	9.41192379353045
ENSG00000005448	9.04143281787335
ENSG00000005469	7.66662353765756
ENSG00000005471	7.41193430940171
ENSG00000005483	12.6116591164349
ENSG00000005486	9.5818453086963
ENSG00000005513	3.29963336607766
ENSG00000005700	10.7802137774795
ENSG00000005801	10.6454755935704
ENSG00000005810	12.1232774826372
ENSG00000005812	10.6348059793529
ENSG00000005844	11.0425537083664
ENSG00000005882	9.16310864828216
ENSG00000005884	3.16594398145119
ENSG00000005889	11.082922996379
ENSG00000005893	12.2212852286333
ENSG00000005961	5.73009753177226
ENSG00000005981	0.763396627427191
ENSG00000006007	10.0597618367684
ENSG00000006015	10.055196416857
ENSG00000006016	5.79731472875403
ENSG00000006025	10.0425665030816
ENSG00000006042	3.53312212777878
ENSG00000006047	2.85010918307367
ENSG00000006059	0.763396627427191
ENSG00000006062	10.0286611304464
ENSG00000006071	0.763396627427191
ENSG00000006116	0.763396627427191
ENSG00000006118	3.01745062019149
ENSG00000006125	12.0505967021323
ENSG00000006128	0.763396627427191
ENSG00000006194	11.0228145023092
ENSG00000006210	0.763396627427191
ENSG00000006282	10.0356305701012
ENSG00000006283	0.763396627427191
ENSG00000006327	2.4301347951707
ENSG00000006377	0.763396627427191
ENSG00000006432	3.82281795861898
ENSG00000006451	10.2172220488977
ENSG00000006453	4.44689981171588
ENSG00000006459	10.6007497795501
ENSG00000006468	0.763396627427191
ENSG00000006530	10.0711125764985
ENSG00000006534	11.6810902175922
ENSG00000006555	2.65775760482029
ENSG00000006576	9.81304886914464
ENSG00000006606	0.763396627427191
ENSG00000006607	9.58025734347508
ENSG00000006611	0.763396627427191
ENSG00000006625	9.39576434478488
ENSG00000006634	8.90854154340526
ENSG00000006638	8.60235304374286
ENSG00000006652	9.62715204061868
ENSG00000006659	0.763396627427191
ENSG00000006695	8.41906952691256
ENSG00000006704	8.84912179025273
ENSG00000006712	11.0210597713309
ENSG00000006715	9.73669939718765
ENSG00000006740	5.55985765208821
ENSG00000006744	10.6673290579621
ENSG00000006747	2.14753776234865
ENSG00000006756	11.8513845336815
ENSG00000006757	3.98721821998818
ENSG00000006788	0.763396627427191
ENSG00000006831	12.3303997273232
ENSG00000006837	4.20266819290073
ENSG00000007001	0.763396627427191
ENSG00000007038	2.14753776234865
ENSG00000007047	10.4993680397335
ENSG00000007062	11.74697443251
ENSG00000007080	10.2079971087836
ENSG00000007129	9.02284753627839
ENSG00000007168	11.9670889699236
ENSG00000007171	10.7309708130893
ENSG00000007174	2.4301347951707
ENSG00000007202	12.2693793026873
ENSG00000007216	0.763396627427191
ENSG00000007237	13.0261608469082
ENSG00000007255	10.1778645643134
ENSG00000007264	10.1167388610489
ENSG00000007306	0.763396627427191
ENSG00000007312	13.144517249136
ENSG00000007314	6.00110089172333
ENSG00000007341	8.15461667108355
ENSG00000007350	3.29963336607766
ENSG00000007372	2.65775760482029
ENSG00000007376	9.62253057364264
ENSG00000007384	8.25358203038038
ENSG00000007392	11.1577637111918
ENSG00000007402	5.30643981862045
ENSG00000007516	6.57373918568652
ENSG00000007520	9.75792589118755
ENSG00000007541	10.2752972517862
ENSG00000007545	11.2972006043976
ENSG00000007866	3.53312212777878
ENSG00000007908	2.65775760482029
ENSG00000007923	9.67703444372791
ENSG00000007933	2.4301347951707
ENSG00000007944	13.602885188813
ENSG00000007952	1.76016025945564
ENSG00000007968	12.3046665260419
ENSG00000008018	12.0528885020627
ENSG00000008056	7.71951977651253
ENSG00000008083	10.7932947082053
ENSG00000008086	8.23755212215275
ENSG00000008118	0.763396627427191
ENSG00000008128	9.3848899379509
ENSG00000008130	10.9053398247626
ENSG00000008196	0.763396627427191
ENSG00000008197	0.763396627427191
ENSG00000008226	4.79385678999797
ENSG00000008256	9.34430079803852
ENSG00000008277	4.70301302951858
ENSG00000008282	11.3748208836636
ENSG00000008283	10.2375131482524
ENSG00000008294	10.4074357202733
ENSG00000008300	5.94293399608399
ENSG00000008311	8.51195511781311
ENSG00000008323	3.42134000880332
ENSG00000008324	9.19666046355288
ENSG00000008382	9.44021224466024
ENSG00000008394	2.85010918307367
ENSG00000008405	9.95827298689763
ENSG00000008438	1.76016025945564
ENSG00000008441	9.37759452720728
ENSG00000008513	12.4915596352763
ENSG00000008516	10.4110133422993
ENSG00000008517	7.33114579487425
ENSG00000008710	11.3278055760957
ENSG00000008735	5.42461165663208
ENSG00000008838	11.2801847668276
ENSG00000008853	10.6147791676269
