COH_sample	X	Y	Z	PerplexityN	FeatureN
COH000481_D1	-6.70511766282136	16.8914229954616	10.6645804445336	20	200
COH000483_D1	19.842966079444	-4.8130260557479	44.0780810563618	20	200
COH000484_D1	7.68488794766673	35.2789363686254	40.838414110138	20	200
COH000486_D1	-31.8079959925303	-12.5992808568428	-1.52468843494043	20	200
COH000487_D1	-1.40277047215605	46.3651037117198	-6.8315415209036	20	200
COH000488_D1	-2.14786615608572	50.1679369260993	-8.73062440545118	20	200
COH000491_D1	35.0547405015643	18.0935433599959	-43.9931597019068	20	200
COH000492_D1	0.223035723911388	48.7395945413253	-6.59080585921258	20	200
COH000493_D1	-4.16978787103053	-46.9090401715595	7.54999423459653	20	200
COH000494_D1	30.7367507168184	29.4266035250938	0.373272261953317	20	200
COH000495_D1	0.305445217822909	-44.8534717600133	11.5243336395845	20	200
COH000496_D1	35.5090573979447	15.5773077318096	-43.8292824576328	20	200
COH000497_D1	24.5793060404178	14.3344835748243	-42.4461309631168	20	200
COH000498_D1	2.92488696852267	-15.2748152703675	-22.1642788847287	20	200
COH000499_D1	3.47499319858633	-14.3046009225936	-31.3986724555441	20	200
COH000500_D1	-56.7180320823239	4.92039332072373	6.50503964991053	20	200
COH000501_D1	26.9080821477191	15.9025673419742	-45.8068359460493	20	200
COH000502_D1	1.44275661861946	-13.5852832001318	-22.9178226016416	20	200
COH000503_D1	-11.2630722744404	10.4667968883965	17.3794958420378	20	200
COH000504_D1	6.21706259968308	-47.55808812117	13.1102476006654	20	200
COH000505_D1	22.6839617900297	14.1248052445287	-42.2149407210036	20	200
COH000506_D1	1.5634309509733	-6.26059864011502	-32.7776996673607	20	200
COH000507_D1	-3.40707792484017	-11.1261062259853	-36.0210316651857	20	200
COH000508_D1	0.962549612449602	-11.9297756134767	-31.8392422762701	20	200
COH000509_D1	1.50599188933555	-14.1519076641593	-31.5328831357509	20	200
COH000511_D1	-24.7537735825037	13.6260563002683	-23.7550919808974	20	200
COH000515_D1	-26.7847796106141	13.2335460643708	-27.3935748304609	20	200
COH000520_D1	-26.4888273915853	12.6290531944056	-26.1798492654195	20	200
COH000525_D1	28.3613318070028	-23.9715270948832	-7.27972190608885	20	200
COH000526_D1	-6.3234333301426	-42.8148204679389	1.79366247557988	20	200
COH000528_D1	-0.0928266700828525	45.3735849279979	-6.73775032766502	20	200
COH000531_D1	-9.46158829574037	17.2521511998004	11.9113187782764	20	200
COH000532_D1	27.9924798437065	-22.9298125553183	-10.8188053742332	20	200
COH000537_D1	27.7258074812229	-25.6711729575225	-7.7607529872215	20	200
COH000542_D1	-14.7266199453291	9.46011961496223	18.8490278506924	20	200
COH000544_D1	-10.4066459219582	10.884898392707	22.5042890858109	20	200
COH000545_D1	27.9209868978732	-26.655635347817	-8.4194044182554	20	200
COH000547_D1	30.2853532741085	-23.8246006964422	-5.55641161051231	20	200
COH000549_D1	-10.5726766288695	15.4308005721028	11.5150485695009	20	200
COH000551_D1	3.5389525206883	-42.8691090234104	17.8510711572611	20	200
COH000553_D1	-13.8290500402052	12.1068648237261	17.6080477016955	20	200
COH000554_D1	1.3672988824947	-48.0343243229622	11.3702643890057	20	200
COH000558_D1	27.8594061093234	-26.4069362807152	-9.62536930869934	20	200
COH000560_D1	-4.64331011759449	-40.962679461094	8.41550634964758	20	200
COH000562_D1	27.9212965140526	-26.7788865515628	-9.4318883562511	20	200
COH000567_D1	29.1973168816712	-22.1126822771583	-5.47994611304928	20	200
COH000570_D1	27.534317472274	-22.6564001638507	-7.14306263673664	20	200
COH000571_D1	28.8887674167416	-25.6221737734219	-4.75956642089912	20	200
COH000575_D1	7.58921722146281	34.3257484972304	44.6525286160045	20	200
COH000576_D1	-5.64091593010359	7.38120817561061	19.9162449343801	20	200
COH000579_D1	28.5967617250548	-24.2008855461771	-6.26045114661294	20	200
COH000580_D1	26.4345075512681	-25.4074979238147	-6.60051935403091	20	200
COH000584_D1	27.1942040665353	-23.1804071471174	-8.88825005180518	20	200
COH000585_D1	-26.4336129480304	14.0038489364604	-24.8680543382311	20	200
COH000587_D1	38.2325184719103	-6.80969238610504	16.2689434610686	20	200
COH000589_D1	-56.5160250663836	2.66010179544958	5.81822713138347	20	200
COH000590_D1	-56.6551150183897	5.1388932968968	5.37968659024046	20	200
COH000591_D1	19.4482220978368	-2.51272923049822	13.5913049547947	20	200
COH000592_D1	15.0065618536289	-2.51126773525857	14.106074489702	20	200
COH000593_D1	13.9054263413281	-3.73674381509189	15.4118389227154	20	200
COH000594_D1	-60.7886391428167	2.82261924679859	7.75247648342853	20	200
COH000595_D1	38.0311001860508	-5.79906711998057	17.4372452312803	20	200
COH000596_D1	-61.0141307816533	1.75147735546091	8.65163397312853	20	200
COH000599_D1	17.8913008507064	-7.78026401144151	11.5587990583239	20	200
COH000600_D1	37.7898436651535	-8.06111294755911	15.1675448134409	20	200
COH000602_D1	-3.82996714119592	19.6316785246278	26.0375740643522	20	200
COH000603_D1	-4.1888799178692	17.8234810686504	28.1424714471966	20	200
COH000604_D1	16.8804807492477	-7.16410437327597	12.3697076494276	20	200
COH000605_D1	-61.8939308657489	0.653962190944244	8.32466891049455	20	200
COH000606_D1	15.0501072039593	-4.23561060932484	14.6635535048667	20	200
